1.5,0
1.5,0.1
1.5,0.2
1.5,0.3
1.5,0.4
1.5,0.5
1.5,0.6
1.5,0.7
1.5,0.8
1.5,0.9
1.5,1
1.49500416527803,1.09983341664683
1.48006657784124,1.19866933079506
1.45533648912561,1.29552020666134
1.42106099400289,1.38941834230865
1.37758256189037,1.4794255386042
1.32533561490968,1.56464247339504
1.26484218728449,1.64421768723769
1.19670670934717,1.71735609089952
1.12160996827066,1.78332690962748
1.04030230586814,1.8414709848079
0.953596121425577,1.89120736006144
0.862357754476674,1.93203908596723
0.767498828624587,1.96355818541719
0.669967142900241,1.98544972998846
0.570737201667703,1.99749498660405
0.5,2
0.4,2
0.3,2
0.1,2
0,2
-0.1,2
-0.2,2
-0.3,2
-0.4,2
-0.5,2
-0.529199522301289,1.99957360304151
-0.628844494295525,1.99166481045247
-0.727202094693087,1.9738476308782
-0.823289566863503,1.94630008768741
-0.916146836547142,1.90929742682568
-1.00484610459986,1.86320936664887
-1.08850111725535,1.80849640381959
-1.16627602127982,1.74570521217672
-1.23739371554125,1.67546318055115
-1.30114361554693,1.59847214410396
-1.35688875336895,1.51550137182146
-1.40407214201706,1.42737988023383
-1.44222234066866,1.33498815015591
-1.47095816514959,1.23924932921398
-1.48999249660045,1.14112000805987
-1.49913515027328,1.04158066243329
-1.5,1
-1.5,0.9
-1.5,0.8
-1.5,0.7
-1.5,0.6
-1.5,0.5
-1.5,0.4
-1.5,0.3
-1.5,0.2
-1.5,0.1
-1.5,0
-1.5,-0.1
-1.5,-0.2
-1.5,-0.3
-1.5,-0.4
-1.5,-0.5
-1.5,-0.6
-1.5,-0.7
-1.5,-0.8
-1.5,-0.9
-1.5,-1
-1.49913515027328,-1.04158066243329
-1.48999249660045,-1.14112000805987
-1.47095816514959,-1.23924932921398
-1.44222234066866,-1.33498815015591
-1.40407214201706,-1.42737988023383
-1.35688875336895,-1.51550137182146
-1.30114361554693,-1.59847214410396
-1.23739371554125,-1.67546318055115
-1.16627602127982,-1.74570521217672
-1.08850111725535,-1.80849640381959
-1.00484610459986,-1.86320936664887
-0.916146836547142,-1.90929742682568
-0.823289566863503,-1.94630008768741
-0.727202094693087,-1.9738476308782
-0.628844494295525,-1.99166481045247
-0.529199522301289,-1.99957360304151
-0.5,-2
-0.4,-2
-0.3,-2
-0.2,-2
-0.1,-2
0,-2
0.1,-2
0.2,-2
0.3,-2
0.4,-2
0.5,-2
0.570737201667703,-1.99749498660405
0.669967142900241,-1.98544972998846
0.767498828624587,-1.96355818541719
0.862357754476674,-1.93203908596723
0.953596121425577,-1.89120736006144
1.04030230586814,-1.8414709848079
1.12160996827066,-1.78332690962748
1.19670670934717,-1.71735609089952
1.26484218728449,-1.64421768723769
1.32533561490968,-1.56464247339504
1.37758256189037,-1.4794255386042
1.42106099400289,-1.38941834230865
1.45533648912561,-1.29552020666134
1.48006657784124,-1.19866933079506
1.49500416527803,-1.09983341664683
1.5,-1
1.5,-0.9
1.5,-0.8
1.5,-0.7
1.5,-0.6
1.5,-0.5
1.5,-0.4
1.5,-0.3
1.5,-0.2
1.5,-0.1
